Line	Spkr	StTime	Content	EnTime
1	PRV_int_01	0.3018	Hm.	0.4959
2	PRV_se0_ag3_m_02	0.6379	Mm.	0.9740
3	PRV_se0_ag3_m_02	0.9740	(pause 1.33)	2.3088
4	PRV_se0_ag3_m_02	2.3088	Somebody got sick out there.	3.9892
5	PRV_int_01	4.0582	Yeah, that was /city/?	5.1516
6	PRV_se0_ag3_m_02	5.2936	Yeah.	5.8711
7	PRV_se0_ag3_m_02	5.8711	(pause 1.22)	7.0876
8	PRV_se0_ag3_m_02	7.0876	[But still] they called a rescue squad to go with 'em /though not/ yet.	10.4226
9	PRV_int_01	7.1396	[Is that-]	7.4236
10	PRV_int_01	10.7493	Mm.	11.1469
11	PRV_int_01	11.1469	(pause 0.55)	11.7007
12	PRV_int_01	11.7007	That's- so that's not your call?	12.9550
13	PRV_se0_ag3_m_02	13.1112	No it's not mine.	14.1005
14	PRV_se0_ag3_m_02	14.1005	(pause 0.27)	14.3751
15	PRV_se0_ag3_m_02	14.3751	It's a-	14.7821
16	PRV_se0_ag3_m_02	14.7821	(pause 0.16)	14.9383
17	PRV_se0_ag3_m_02	14.9383	I- n- my district is	15.9702
18	PRV_se0_ag3_m_02	15.9702	(pause 0.65)	16.6167
19	PRV_se0_ag3_m_02	16.6167	twenty one. That's	17.6533
20	PRV_se0_ag3_m_02	17.6533	(pause 0.71)	18.3634
21	PRV_se0_ag3_m_02	18.3634	I would say uh, /like/	20.3514
22	PRV_se0_ag3_m_02	20.3514	(pause 0.87)	21.2223
23	PRV_se0_ag3_m_02	21.2223	eight,	21.4354
24	PRV_se0_ag3_m_02	21.4354	(pause 0.91)	22.3469
25	PRV_se0_ag3_m_02	22.3469	ten miles from here. Something like [that.]	23.9373
26	PRV_int_01	23.7906	[Mkay.]	24.2261
27	PRV_se0_ag3_m_02	24.4154	Mm-hm.	24.8036
28	PRV_int_01	24.9314	Now how does that work? Do-	26.3135
29	PRV_int_01	26.3135	(pause 1.00)	27.3170
30	PRV_int_01	27.3170	Tarboro, they're full time and- and-	29.5729
31	PRV_int_01	29.5729	(pause 0.24)	29.8095
32	PRV_int_01	29.8095	and Princeville	30.6237
33	PRV_int_01	30.6237	(pause 0.62)	31.2438
34	PRV_int_01	31.2438	you-	31.4757
35	PRV_int_01	31.4757	(pause 0.53)	32.0059
36	PRV_int_01	32.0059	you help Tarboro out sometimes? Or Tarboro'll come over here?	34.6417
37	PRV_se0_ag3_m_02	34.7871	Well actually yeah. We got some of-	36.6332
38	PRV_se0_ag3_m_02	36.6332	(pause 0.27)	36.9030
39	PRV_se0_ag3_m_02	36.9030	members of there	37.7929
40	PRV_se0_ag3_m_02	37.7929	(pause 0.36)	38.1479
41	PRV_se0_ag3_m_02	38.1479	that left here and went over there to be a paid fireman, [but-]	40.7824
42	PRV_int_01	40.5551	[Okay.]	40.9859
43	PRV_se0_ag3_m_02	41.2226	and some of 'em- Well, they- we'll work together if ain't nothing going on [like that.]	45.0283
44	PRV_int_01	44.6922	[Mm-hm.]	45.1324
45	PRV_se0_ag3_m_02	45.4638	Cause usually we always had go over there, but they got two fire departments over there.	49.0781
46	PRV_int_01	49.2580	Mm-hm.	49.6461
47	PRV_se0_ag3_m_02	49.5893	And uh, if a person out of town or something like that	51.9892
48	PRV_int_01	52.2617	Mm.	52.4936
49	PRV_se0_ag3_m_02	52.5552	and they'll come over here and help us out like that.	54.2166
50	PRV_int_01	54.4012	Okay.	54.8584
51	PRV_se0_ag3_m_02	54.9266	Yeah.	55.3952
52	PRV_int_01	55.4852	So if you're short handed [over here] they'll come over.	57.8093
53	PRV_se0_ag3_m_02	56.6165	[Yeah.]	57.0425
54	PRV_se0_ag3_m_02	57.8235	Yeah, right. [Mm-hm.]	58.9102
55	PRV_int_01	58.4747	[Okay.]	58.9055
56	PRV_int_01	59.4214	And so you- what d- what area does	61.1917
57	PRV_int_01	61.1917	(pause 0.13)	61.3195
58	PRV_int_01	61.3195	the Princeville station cover?	62.7916
59	PRV_int_01	62.7916	(pause 0.24)	63.0330
60	PRV_int_01	63.0330	Just Princeville or?	63.9750
61	PRV_se0_ag3_m_02	63.9608	Well,	64.6045
62	PRV_se0_ag3_m_02	65.0475	it runs uh- ought- we sposta be /something like/-	67.8733
63	PRV_se0_ag3_m_02	67.8733	(pause 0.64)	68.5171
64	PRV_se0_ag3_m_02	68.5171	where it's calls that /??/-	70.0886
65	PRV_se0_ag3_m_02	70.0886	(pause 0.34)	70.4321
66	PRV_se0_ag3_m_02	70.4321	four miles out	71.4971
67	PRV_se0_ag3_m_02	71.4971	(pause 0.15)	71.6439
68	PRV_se0_ag3_m_02	71.6439	your district.	72.3231
69	PRV_int_01	72.4817	[Okay.]	72.8367
70	PRV_se0_ag3_m_02	72.6758	[But] now you at- you- we meet	74.2851
71	PRV_se0_ag3_m_02	74.4319	the district	75.0614
72	PRV_se0_ag3_m_02	75.0614	(pause 0.73)	75.7904
73	PRV_se0_ag3_m_02	75.7904	wherever you're really needed at	77.1212
74	PRV_int_01	77.1563	Mm-hm.	77.4877
75	PRV_se0_ag3_m_02	77.4545	tell you the truth [now.]	78.3823
76	PRV_int_01	78.1693	[Okay.]	78.5906
77	PRV_se0_ag3_m_02	79.1870	Cause this place at one time,	80.8626
78	PRV_se0_ag3_m_02	80.8626	(pause 0.89)	81.7525
79	PRV_se0_ag3_m_02	81.7525	fifteen, sixteen,	84.5338
80	PRV_se0_ag3_m_02	84.5338	(pause 0.98)	85.5136
81	PRV_se0_ag3_m_02	85.5136	eighteen, nineteen, and twenty one.	87.7525
82	PRV_se0_ag3_m_02	87.7525	(pause 0.45)	88.2049
83	PRV_se0_ag3_m_02	88.2049	When we first got this station we running all them.	90.5622
84	PRV_int_01	90.8556	Mm.	91.0876
85	PRV_se0_ag3_m_02	91.4047	Sure did.	92.0863
86	PRV_int_01	92.1100	Wow.	92.4129
87	PRV_se0_ag3_m_02	92.8105	Yeah, had to run 'em all then cause wasn't enough- wasn't no more fire stations out in that [area.]	96.6426
88	PRV_int_01	96.4580	[Yeah.]	96.8414
89	PRV_se0_ag3_m_02	97.1396	So we took care all of it [then.]	98.8910
90	PRV_int_01	98.6969	[Wow.]	99.0661
91	PRV_se0_ag3_m_02	99.4685	And now they got fifteen, sixteen,	101.8379
92	PRV_se0_ag3_m_02	101.8379	(pause 0.62)	102.4580
93	PRV_se0_ag3_m_02	102.4580	eighteen and twenty one.	104.1573
94	PRV_se0_ag3_m_02	104.1573	(pause 0.26)	104.4206
95	PRV_se0_ag3_m_02	104.4206	And us is seventeen.	105.7525
96	PRV_int_01	105.7856	Okay.	106.2874
97	PRV_se0_ag3_m_02	106.6735	Well seventeen used to take care all of them.	108.6663
98	PRV_int_01	108.7231	Mm-hm.	109.2532
99	PRV_se0_ag3_m_02	109.3668	Yeah.	109.8402
100	PRV_int_01	110.6023	So ic-	111.0567
101	PRV_int_01	111.0567	(pause 0.18)	111.2365
102	PRV_int_01	111.2365	so is-	111.7383
103	PRV_int_01	111.7383	(pause 0.45)	112.1880
104	PRV_int_01	112.1880	was it- was it busier back then or [is it busier] now?	115.3621
105	PRV_se0_ag3_m_02	114.3867	[/Mm- mm/.]	114.8324
106	PRV_se0_ag3_m_02	114.8324	(pause 0.50)	115.3290
107	PRV_se0_ag3_m_02	115.3290	Well it's a whole lot busier now.	116.6922
108	PRV_int_01	116.8200	Really?	117.1703
109	PRV_se0_ag3_m_02	117.0756	We could do just now or /??/. <laugh>	119.2510
110	PRV_int_01	119.2889	Yeah.	119.7054
111	PRV_se0_ag3_m_02	119.8758	Yeah because	120.6048
112	PRV_se0_ag3_m_02	120.6048	(pause 0.53)	121.1396
113	PRV_se0_ag3_m_02	121.1396	I tell you right now, /these are a big difference then and now/.	123.9418
114	PRV_se0_ag3_m_02	123.9418	(pause 0.67)	124.6167
115	PRV_se0_ag3_m_02	124.6167	They ain't many times /unintelligible/	126.3918
116	PRV_se0_ag3_m_02	126.3918	(pause 0.10)	126.4959
117	PRV_se0_ag3_m_02	126.4959	then you see it and then it /starts right over there/.	128.2520
118	PRV_se0_ag3_m_02	128.2520	(pause 0.74)	128.9904
119	PRV_se0_ag3_m_02	128.9904	Rescue squads and the	130.9670
