Line	Spkr	StTime	Content	EnTime
1	LES_se0_ag3_m_01	0.5120	That's my wife. <laugh>	1.3945
2	LES_int_01	1.8818	Awesome.	2.1672
3	LES_se0_ag3_m_01	3.3802	<ts> [But.]	3.9246
4	LES_int_01	3.5646	[/RD-NAME-3/'s ] mom.	4.5831
5	LES_se0_ag3_m_01	4.6226	Yeah. /RD-NAME-3/ moms.	6.0346
6	LES_int_01	6.0346	She's so cute.	6.8249
7	LES_se0_ag3_m_01	7.2595	Thank you. <laugh>	7.8961
8	LES_int_01	8.3922	Um.	9.2396
9	LES_int_01	9.2396	(pause 1.51)	10.7483
10	LES_int_01	10.7483	Okay. So, we were talking about the community. So, we've got these new folks moving into the neighborhood, right?	15.4239
11	LES_se0_ag3_m_01	15.6303	Uh-huh.	15.9157
12	LES_int_01	15.9332	That um,	17.0644
13	LES_int_01	17.0644	(pause 0.46)	17.5210
14	LES_int_01	17.5210	have more money,	18.5922
15	LES_int_01	18.5922	(pause 0.50)	19.0927
16	LES_int_01	19.0927	here for the night life,	20.6556
17	LES_int_01	20.6556	(pause 0.25)	20.9015
18	LES_int_01	20.9015	you know,	21.2659
19	LES_se0_ag3_m_01	21.4239	[Exactly.]	22.1264
20	LES_int_01	21.4415	[Some people] talk about gentrification.	23.2810
21	LES_int_01	24.3724	So,	24.8553
22	LES_int_01	24.8553	(pause 0.58)	25.4348
23	LES_int_01	25.4348	uh, are those folks part of the Lower East Side community?	28.4367
24	LES_se0_ag3_m_01	29.2620	Um.	29.6337
25	LES_se0_ag3_m_01	29.6337	(pause 0.18)	29.8093
26	LES_se0_ag3_m_01	29.8093	Anybody who's willing-	30.9200
27	LES_se0_ag3_m_01	30.9200	(pause 0.16)	31.0781
28	LES_se0_ag3_m_01	31.0781	who's willing to represent	32.8957
29	LES_se0_ag3_m_01	32.8957	(pause 0.73)	33.6289
30	LES_se0_ag3_m_01	33.6289	the Lower East Side,	34.4235
31	LES_int_01	34.5552	[Yeah.]	34.8537
32	LES_se0_ag3_m_01	34.7440	[is] a part of it. We don't discriminate.	36.3656
33	LES_int_01	36.7739	Yeah.	37.1619
34	LES_se0_ag3_m_01	37.1619	We motivate.	37.7809
35	LES_se0_ag3_m_01	38.6853	[And]	39.0558
36	LES_int_01	38.6853	[So, if] you make an effort.	39.7670
37	LES_se0_ag3_m_01	40.2631	Oh, definitely.	41.1192
38	LES_int_01	41.1192	Then it's all good.	41.9577
39	LES_se0_ag3_m_01	41.9577	It's all good. But, don't come in here and act like you	44.3943
40	LES_se0_ag3_m_01	44.9168	like I said earlier. Don't come in here, look at me like I'm the outsider.	48.0048
41	LES_int_01	48.1014	Right.	48.4087
42	LES_se0_ag3_m_01	48.8570	And like- like I was telling 'em- another example, when I was telling them detectives who's	53.0585
43	LES_se0_ag3_m_01	53.0585	(pause 0.14)	53.2023
44	LES_se0_ag3_m_01	53.2023	who pulled me over for no [apparently reason.]	55.2394
45	LES_int_01	54.6028	[I can't believe that.]	55.7882
46	LES_se0_ag3_m_01	56.2931	I was telling them, like	57.3248
47	LES_se0_ag3_m_01	57.3248	(pause 1.53)	58.8586
48	LES_se0_ag3_m_01	58.8586	Okay. I understand you said I fit the prescription.	61.1679
49	LES_se0_ag3_m_01	61.1679	(pause 0.40)	61.5630
50	LES_se0_ag3_m_01	61.5630	Okay. I heard it for thirty-nine years.	63.2313
51	LES_int_01	63.2313	Yeah .	63.6396
52	LES_se0_ag3_m_01	63.8723	But,	64.0918
53	LES_se0_ag3_m_01	64.0918	(pause 0.57)	64.6625
54	LES_se0_ag3_m_01	64.6625	this black man here,	65.6985
55	LES_se0_ag3_m_01	65.6985	(pause 1.30)	66.9937
56	LES_se0_ag3_m_01	66.9937	it's not the average black man. I'm tryna do something with myself. I tryna	70.4532
57	LES_se0_ag3_m_01	70.4532	(pause 0.28)	70.7298
58	LES_se0_ag3_m_01	70.7298	do something for the community.	71.8888
59	LES_se0_ag3_m_01	71.8888	(pause 0.24)	72.1303
60	LES_se0_ag3_m_01	72.1303	As we speak now, I'm trying to set this interview up as	74.7930
61	LES_se0_ag3_m_01	74.7930	(pause 0.29)	75.0827
62	LES_se0_ag3_m_01	75.0827	like, I had to use you and [everything] else. Like, she's right there, coming across the street.	78.8042
63	LES_int_01	76.4334	[Yeah.]	76.6529
64	LES_int_01	79.2564	[I wish I] had known those were the cops. I would have come over and	81.6916
65	LES_se0_ag3_m_01	79.2827	[That's why-]	79.7481
66	LES_se0_ag3_m_01	81.8277	[Like.]	82.0692
67	LES_int_01	81.9331	[given] them some shit. [I mean.]	83.3160
68	LES_se0_ag3_m_01	83.0131	[Like] that's why they was looking and	84.8482
69	LES_se0_ag3_m_01	85.1540	when I passed you the book, I had to let them know, listen. I have my-	87.5687
70	LES_se0_ag3_m_01	87.5687	(pause 0.23)	87.8014
71	LES_se0_ag3_m_01	87.8014	my book in my- my /thay/.	89.3292
72	LES_int_01	88.7892	[Yeah.]	89.4609
73	LES_se0_ag3_m_01	90.0448	I wanna know, can I pass it to her. And	91.8652
74	LES_se0_ag3_m_01	91.8652	(pause 0.94)	92.8048
75	LES_se0_ag3_m_01	92.8048	like, you got the wrong Black man. This Black man here tryna put out a book	96.1194
76	LES_int_01	96.2907	[Yeah.]	96.7472
77	LES_se0_ag3_m_01	96.4619	[speaking] about the community.	97.8126
78	LES_se0_ag3_m_01	97.9530	Tryna do murals to give back to the community.	100.3589
79	LES_int_01	100.5170	[Yeah.]	101.0350
80	LES_se0_ag3_m_01	100.7628	[I used] to say, I dream, I plan, I can.	103.0370
81	LES_se0_ag3_m_01	103.7526	And	104.1390
82	LES_se0_ag3_m_01	104.1390	(pause 0.90)	105.0422
83	LES_se0_ag3_m_01	105.0422	that's what I've been doing all my life.	106.6490
84	LES_int_01	106.6490	I like [that.]	107.2286
85	LES_se0_ag3_m_01	107.0793	[And]	107.4744
86	LES_se0_ag3_m_01	108.0188	everything I do, this is me from nineteen ninety-three. That's-	110.9087
87	LES_se0_ag3_m_01	110.9087	(pause 0.13)	111.0426
88	LES_se0_ag3_m_01	111.0426	That's my old school jacket I had since nineteen ninety-three.	113.8205
89	LES_int_01	113.9874	This one?	114.4571
90	LES_se0_ag3_m_01	114.7118	That one right there.	115.6644
91	LES_int_01	115.8313	That's amazing.	116.5557
92	LES_int_01	116.5557	(pause 0.44)	116.9947
93	LES_int_01	116.9947	Did you do that?	117.6664
94	LES_se0_ag3_m_01	117.7630	Uh. I design. I'm a visual designer.	120.0064
95	LES_int_01	120.0064	Okay.	120.4674
96	LES_se0_ag3_m_01	120.7099	A visual everything. I [have]	122.2904
97	LES_int_01	121.8514	[You come] up with the [concept .]	123.1685
98	LES_se0_ag3_m_01	122.9885	[I come] up with	123.5329
99	LES_se0_ag3_m_01	123.6295	everything and I bring I my own team to bring it to life.	126.8876
100	LES_int_01	127.0193	That's great.	127.7475
101	LES_se0_ag3_m_01	128.4148	[And]	128.7353
102	LES_int_01	128.6036	[Now,] what's- what's uh, the significance of Third D?	131.0227
103	LES_se0_ag3_m_01	131.6968	That's the heart	132.3450
104	LES_se0_ag3_m_01	132.3450	(pause 0.30)	132.6425
105	LES_se0_ag3_m_01	132.6425	of the Lower East Side.	133.4911
106	LES_int_01	133.7010	Okay.	134.1206
107	LES_se0_ag3_m_01	134.5009	Third Street and Avenue D is the heart	136.3185
108	LES_se0_ag3_m_01	136.3185	(pause 0.59)	136.9068
109	LES_se0_ag3_m_01	136.9068	that's where.	137.7146
110	LES_int_01	137.8420	Why that corner in particular?	139.1020
111	LES_se0_ag3_m_01	139.1020	That corner right there was the corner that	141.0560
112	LES_se0_ag3_m_01	142.0598	oh my God. It's just crazy.	143.3945
113	LES_int_01	143.5350	Why?	143.9740
